Speaker	Transcript	# Words	# Nodes	# Tokens	# Propositions	Tree depth	S-Expression
TRUMP 	And maybe it's hardly doable.	5	12	7	4	3	(ROOT (S (CC And) (ADVP (RB maybe)) (NP (PRP it)) (VP (VBZ 's) (ADJP (RB hardly) (JJ doable))) (. .)))
TRUMP 	"But I will say, we are not doing the job we should be doing."	14	32	16	6	9	"(ROOT (S (S (CC But) (NP (PRP I)) (VP (MD will) (VP (VB say)))) (, ,) (NP (PRP we)) (VP (VBP are) (RB not) (VP (VBG doing) (NP (NP (DT the) (NN job)) (SBAR (S (NP (PRP we)) (VP (MD should) (VP (VB be) (VP (VBG doing))))))))) (. .)))"
TRUMP 	But that's true throughout our whole governmental society.	8	16	10	5	5	(ROOT (S (CC But) (NP (DT that)) (VP (VBZ 's) (ADJP (JJ true) (PP (IN throughout) (NP (PRP$ our) (JJ whole) (JJ governmental) (NN society))))) (. .)))
TRUMP 	"We have so many things that we have to do better, Lester, and certainly cyber is one of them."	19	44	22	11	10	"(ROOT (S (S (NP (PRP We)) (VP (VBP have) (NP (RB so) (JJ many) (NNS things)) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB do) (ADVP (RBR better)))))))) (, ,) (ADVP (RB Lester)))) (, ,) (CC and) (S (ADVP (RB certainly)) (NP (NN cyber)) (VP (VBZ is) (NP (NP (CD one)) (PP (IN of) (NP (PRP them)))))) (. .)))"
HOLT 	Secretary Clinton?	2	3	2	0	1	(ROOT (NP (NNP Secretary) (NNP Clinton)))
CLINTON 	"Well, I think there are a number of issues that we should be addressing."	14	35	16	5	13	"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (EX there)) (VP (VBP are) (NP (NP (DT a) (NN number)) (PP (IN of) (NP (NP (NNS issues)) (SBAR (IN that) (S (NP (PRP we)) (VP (MD should) (VP (VB be) (VP (VBG addressing))))))))))))) (. .)))"
CLINTON 	I have put forth a plan to defeat ISIS.	9	20	10	5	7	(ROOT (S (NP (PRP I)) (VP (VBP have) (VP (VBN put) (ADVP (RB forth) (NP (DT a) (NN plan))) (S (VP (TO to) (VP (VB defeat) (NP (NNS ISIS))))))) (. .)))
CLINTON 	It does involve going after them online.	7	18	8	4	8	(ROOT (S (NP (PRP It)) (VP (VBZ does) (VP (VB involve) (S (VP (VBG going) (SBAR (IN after) (S (NP (PRP them)) (VP (VBZ online)))))))) (. .)))
CLINTON 	"I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere."	37	77	39	20	23	"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP need) (S (VP (TO to) (VP (VB do) (ADVP (RB much) (RBR more)) (PP (IN with) (NP (PRP$ our) (NN tech) (NNS companies))) (S (VP (TO to) (VP (VB prevent) (NP (NP (NNS ISIS)) (CC and) (NP (PRP$ their) (NNS operatives))) (PP (IN from) (S (VP (VBG being) (ADJP (JJ able) (S (VP (TO to) (VP (VB use) (NP (NP (DT the) (NN Internet) (S (VP (TO to) (VP (VB radicalize))))) (, ,) (RB even) (NP (NP (JJ direct) (NNS people)) (PP (IN in) (NP (PRP$ our) (NN country)))) (CC and) (NP (NP (NNP Europe)) (CC and) (NP (RB elsewhere))))))))))))))))))))) (. .)))"
CLINTON 	"But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate."	36	72	38	17	16	"(ROOT (S (CC But) (NP (PRP we)) (ADVP (RB also)) (VP (VBP have) (S (VP (TO to) (VP (VP (VB intensify) (NP (PRP$ our) (NN air) (NNS strikes)) (PP (IN against) (NP (NNP ISIS)))) (CC and) (ADVP (RB eventually)) (VP (VB support) (NP (PRP$ our) (NNP Arab) (CC and) (NNP Kurdish) (NNS partners)) (S (VP (TO to) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (ADVP (RB actually)) (VB take) (PRT (RP out)) (NP (NP (NNS ISIS)) (PP (IN in) (NP (NNP Raqqa)))))))))))) (, ,) (VP (VB end) (NP (NP (PRP$ their) (NN claim)) (PP (IN of) (S (VP (VBG being) (NP (DT a) (NN Caliphate))))))))))) (. .)))"
CLINTON 	We're making progress.	3	10	5	2	4	(ROOT (S (NP (PRP We)) (VP (VBP 're) (VP (VBG making) (NP (NN progress)))) (. .)))
CLINTON 	Our military is assisting in Iraq.	6	13	7	3	5	(ROOT (S (NP (PRP$ Our) (NN military)) (VP (VBZ is) (VP (VBG assisting) (PP (IN in) (NP (NNP Iraq))))) (. .)))
CLINTON 	"And we're hoping that within the year we'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria."	25	60	30	13	14	"(ROOT (S (CC And) (NP (PRP we)) (VP (VBP 're) (VP (VBG hoping) (SBAR (IN that) (S (S (PP (IN within) (NP (DT the) (NN year))) (NP (PRP we)) (VP (MD 'll) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB push) (NP (NNS ISIS)) (PRT (RP out)) (PP (IN of) (NP (NNP Iraq)))))))))) (CC and) (S (S (ADVP (RB then)) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,) (ADVP (RB really)) (VP (VB squeeze) (NP (PRP them)) (PP (IN in) (NP (NNP Syria))))))))) (. .)))"
CLINTON 	"But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority."	32	71	37	18	18	"(ROOT (S (CC But) (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB be) (ADJP (JJ cognizant) (PP (IN of) (NP (DT the) (NN fact)))) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP 've) (VP (VBN had) (NP (JJ foreign) (NNS fighters)) (S (VP (VBG coming) (S (VP (TO to) (VP (VB volunteer) (PP (IN for) (NP (NP (PRP them)) (, ,) (NP (NP (JJ foreign) (NN money)) (, ,) (NP (JJ foreign) (NNS weapons)))))))))) (, ,) (SBAR (IN so) (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB make) (NP (DT this) (DT the) (JJ top) (NN priority)))))))))))))))) (. .)))"
CLINTON 	And I would also do everything possible to take out their leadership.	12	26	13	5	9	(ROOT (S (CC And) (NP (PRP I)) (VP (MD would) (ADVP (RB also)) (VP (VB do) (S (NP (NN everything)) (ADJP (JJ possible) (S (VP (TO to) (VP (VB take) (PRT (RP out)) (NP (PRP$ their) (NN leadership))))))))) (. .)))
CLINTON 	"I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden."	27	63	31	12	15	"(ROOT (S (NP (PRP I)) (VP (VBD was) (VP (VBN involved) (PP (IN in) (NP (NP (DT a) (NN number)) (PP (IN of) (NP (NNS efforts))))) (S (VP (TO to) (VP (VB take) (PRT (RP out)) (NP (NP (NNP Al) (NNP Qaida) (NN leadership)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD was) (NP (NP (NN secretary)) (PP (IN of) (NP (NN state))) (, ,) (PP (VBG including) (PRN (, ,) (PP (IN of) (NP (NN course))) (, ,)) (NP (NP (NN taking)) (PP (IN out) (NP (NNP bin) (NNP Laden))))))))))))))) (. .)))"
CLINTON 	"And I think we need to go after Baghdadi, as well, make that one of our organizing principles."	18	40	21	9	14	"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP need) (S (VP (TO to) (VP (VB go) (SBAR (IN after) (S (NP (NNP Baghdadi)) (, ,) (ADVP (RB as) (RB well)) (, ,) (VP (VBP make) (NP (NP (DT that) (NN one)) (PP (IN of) (NP (PRP$ our) (VBG organizing) (NNS principles)))))))))))))) (. .)))"
CLINTON 	"Because we've got to defeat ISIS, and we've got to do everything we can to disrupt their propaganda efforts online."	20	50	24	11	10	"(ROOT (S (SBAR (IN Because) (S (S (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB defeat) (NP (NNS ISIS)))))))) (, ,) (CC and) (S (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB do) (NP (NN everything)))))))))) (NP (PRP we)) (VP (MD can) (S (VP (TO to) (VP (VB disrupt) (NP (PRP$ their) (NN propaganda) (NNS efforts)) (PP (NN online)))))) (. .)))"
HOLT 	"You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando."	64	137	73	27	21	"(ROOT (S (S (S (NP (PRP You)) (VP (VBP mention) (NP (NNS ISIS)))) (, ,) (CC and) (S (NP (PRP we)) (VP (VBP think) (PP (IN of) (NP (NNP ISIS))) (PP (ADVP (RB certainly)) (IN as) (IN over) (NP (RB there)))))) (, ,) (CC but) (S (NP (EX there)) (VP (VBP are) (NP (NP (JJ American) (NNS citizens)) (SBAR (WHNP (WP who)) (S (VP (VBP have) (VP (VBN been) (VP (VBN inspired) (S (VP (TO to) (VP (VB commit) (NP (NP (NNS acts)) (PP (IN of) (NP (NN terror)))) (PP (IN on) (NP (NP (JJ American) (NN soil)) (, ,) (NP (NP (DT the) (JJS latest) (NN incident)) (, ,) (PP (IN of) (NP (NN course))) (, ,) (NP (NP (DT the) (NNS bombings)) (SBAR (S (NP (PRP we)) (ADVP (RB just)) (VP (VBD saw) (PP (IN in) (NP (NNP New) (NNP York))))))) (CC and) (NP (NP (NNP New) (NNP Jersey)) (, ,) (NP (NP (DT the) (NN knife) (NN attack)) (PP (IN at) (NP (NP (DT a) (NN mall)) (PP (IN in) (NP (NNP Minnesota)))))) (, ,) (PP (IN in) (NP (NP (DT the) (JJ last) (NN year)) (, ,) (NP (NP (JJ deadly) (NNS attacks)) (PP (IN in) (NP (NNP San) (NNP Bernardino) (CC and) (NNP Orlando))))))))))))))))))))) (. .)))"
HOLT 	I'll ask this to both of you.	7	19	9	4	7	(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB ask) (NP (DT this)) (PP (TO to) (NP (NP (DT both)) (PP (IN of) (NP (PRP you))))))) (. .)))
HOLT 	"Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?"	14	30	15	5	9	"(ROOT (S (VP (VB Tell) (NP (PRP us)) (ADVP (RB specifically)) (SBAR (WHADVP (WRB how)) (S (NP (PRP you)) (VP (MD would) (VP (VB prevent) (NP (NN homegrown) (NNS attacks)) (PP (IN by) (NP (NP (JJ American) (NNS citizens)) (, ,) (NP (NNP Mr.) (NNP Trump)))))))))))"
TRUMP 	"Well, first I have to say one thing, very important."	10	24	13	6	7	"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (RB first)) (NP (PRP I)) (VP (VBP have) (S (VP (TO to) (VP (VB say) (NP (NP (CD one) (NN thing)) (, ,) (ADJP (RB very) (JJ important))))))) (. .)))"
TRUMP 	Secretary Clinton is talking about taking out ISIS.	8	18	9	4	7	(ROOT (S (NP (NNP Secretary) (NNP Clinton)) (VP (VBZ is) (VP (VBG talking) (PP (IN about) (S (VP (VBG taking) (PRT (RP out)) (NP (NNS ISIS))))))) (. .)))
TRUMP 	We will take out ISIS.	5	14	8	1	4	(ROOT (S (`` ``) (NP (PRP We)) (VP (MD will) (VP (VB take) (PRT (RP out)) (NP (NNS ISIS)))) ('' '') (. .)))
TRUMP 	"Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out — what, they shouldn't have been in, but once they got in, the way they got out was a disaster."	40	92	47	12	17	"(ROOT (S (ADVP (RB Well)) (PRN (, ,) (S (NP (NNP President) (NNP Obama) (CC and) (NNP Secretary) (NNP Clinton)) (VP (VBD created) (NP (NP (DT a) (NN vacuum)) (NP (DT the) (NN way))) (SBAR (SBAR (S (NP (PRP they)) (VP (VBD got) (PRT (RP out)) (PP (IN of) (NP (NNP Iraq))) (, ,) (SBAR (IN because) (S (NP (PRP they)) (VP (VP (VBD got) (PRT (RP out))) (: --) (SBAR (WHNP (WP what)) (, ,) (S (NP (PRP they)) (VP (MD should) (RB n't) (VP (VB have) (VP (VBN been) (PP (IN in))))))))))))) (, ,) (CC but) (SBAR (IN once) (S (NP (PRP they)) (VP (VBD got) (PRT (RP in)))))))) (, ,)) (NP (NP (DT the) (NN way)) (SBAR (S (NP (PRP they)) (VP (VBD got) (PRT (RP out)))))) (VP (VBD was) (NP (DT a) (NN disaster))) (. .)))"
TRUMP 	And ISIS was formed.	4	9	5	2	3	(ROOT (S (CC And) (NP (NNS ISIS)) (VP (VBD was) (VP (VBN formed))) (. .)))
TRUMP 	So she talks about taking them out.	7	16	8	3	6	(ROOT (S (IN So) (NP (PRP she)) (VP (VBZ talks) (PP (IN about) (S (VP (VBG taking) (NP (PRP them)) (PRT (RP out)))))) (. .)))
TRUMP 	She's been doing it a long time.	7	16	9	4	5	(ROOT (S (NP (PRP She)) (VP (VBZ 's) (VP (VBN been) (VP (VBG doing) (NP (PRP it)) (NP (DT a) (JJ long) (NN time))))) (. .)))
TRUMP 	She's been trying to take them out for a long time.	11	25	13	7	9	(ROOT (S (NP (PRP She)) (VP (VBZ 's) (VP (VBN been) (VP (VBG trying) (S (VP (TO to) (VP (VB take) (NP (PRP them)) (PRT (RP out)) (PP (IN for) (NP (DT a) (JJ long) (NN time))))))))) (. .)))
TRUMP 	"But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that."	21	45	24	12	12	"(ROOT (S (CC But) (NP (PRP they)) (VP (MD would) (RB n't) (VP (VB have) (ADVP (RB even)) (VP (VBN been) (VP (VBN formed) (SBAR (IN if) (S (NP (PRP they)) (VP (VBD left) (NP (DT some) (NNS troops)) (ADVP (RB behind)) (, ,) (PP (PP (IN like) (NP (CD 10,000))) (CC or) (PP (ADVP (RB maybe)) (ADVP (NP (NN something)) (RBR more)) (IN than) (NP (DT that))))))))))) (. .)))"
TRUMP 	And then you wouldn't have had them.	7	16	9	4	5	(ROOT (S (CC And) (ADVP (RB then)) (NP (PRP you)) (VP (MD would) (RB n't) (VP (VB have) (VP (VBN had) (NP (PRP them))))) (. .)))
TRUMP 	"Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil — and we should have taken the oil — ISIS would not have been able to form either, because the oil was their primary source of income."	53	117	61	25	15	"(ROOT (S (CC Or) (, ,) (SBAR (IN as) (S (S (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (VP (VBG saying) (PP (IN for) (NP (DT a) (JJ long) (NN time))))))) (, ,) (CC and) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP you)) (VP (MD 'll) (VP (VB agree) (PRN (, ,) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD said) (NP (PRP it)) (PP (TO to) (NP (PRP you))) (ADVP (RB once))))) (, ,)) (SBAR (SINV (VBD had) (NP (PRP we)) (VP (VBN taken) (NP (DT the) (NN oil))))))))))))) (PRN (: --) (CC and) (S (NP (PRP we)) (VP (MD should) (VP (VB have) (VP (VBN taken) (NP (DT the) (NN oil)))))) (: --)) (NP (NNS ISIS)) (VP (MD would) (RB not) (VP (VB have) (VP (VBN been) (ADJP (JJ able) (S (VP (TO to) (VP (VB form) (ADVP (RB either)))))) (, ,) (SBAR (IN because) (S (NP (DT the) (NN oil)) (VP (VBD was) (NP (NP (PRP$ their) (JJ primary) (NN source)) (PP (IN of) (NP (NN income)))))))))) (. .)))"
TRUMP 	"And now they have the oil all over the place, including the oil — a lot of the oil in Libya, which was another one of her disasters."	28	56	31	9	13	"(ROOT (S (CC And) (ADVP (RB now)) (NP (PRP they)) (VP (VBP have) (NP (DT the) (NN oil)) (PP (DT all) (IN over) (NP (DT the) (NN place))) (, ,) (PP (VBG including) (NP (NP (DT the) (NN oil)) (: --) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (DT the) (NN oil)) (PP (IN in) (NP (NNP Libya))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD was) (NP (NP (DT another) (NN one)) (PP (IN of) (NP (PRP$ her) (NNS disasters))))))))))))) (. .)))"
HOLT 	Secretary Clinton?	2	3	2	0	1	(ROOT (NP (NNP Secretary) (NNP Clinton)))
CLINTON 	"Well, I hope the fact-checkers are turning up the volume and really working hard."	14	31	16	6	8	"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP hope) (SBAR (S (NP (DT the) (NNS fact-checkers)) (VP (VBP are) (VP (VP (VBG turning) (PRT (RP up)) (NP (DT the) (NN volume))) (CC and) (ADVP (RB really)) (VP (VBG working) (ADVP (RB hard)))))))) (. .)))"
CLINTON 	Donald supported the invasion of Iraq.	6	14	7	2	5	(ROOT (S (NP (NNP Donald)) (VP (VBD supported) (NP (NP (DT the) (NN invasion)) (PP (IN of) (NP (NNP Iraq))))) (. .)))
TRUMP 	Wrong.	1	4	2	1	2	(ROOT (FRAG (ADJP (JJ Wrong)) (. .)))
CLINTON 	That is absolutely proved over and over again.	8	16	9	4	4	(ROOT (S (NP (DT That)) (VP (VBZ is) (ADVP (RB absolutely)) (VP (VBN proved) (PRT (RP over) (CC and) (RP over)) (ADVP (RB again)))) (. .)))
TRUMP 	Wrong.	1	4	2	1	2	(ROOT (FRAG (ADJP (JJ Wrong)) (. .)))
TRUMP 	Wrong.	1	4	2	1	2	(ROOT (FRAG (ADJP (JJ Wrong)) (. .)))
CLINTON 	"He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time."	26	57	28	12	13	"(ROOT (S (NP (PRP He)) (ADVP (RB actually)) (VP (VBD advocated) (PP (IN for) (NP (NP (DT the) (NNS actions)) (SBAR (S (NP (PRP we)) (VP (VP (VBD took) (PP (IN in) (NP (NNP Libya)))) (CC and) (VP (VBD urged) (SBAR (IN that) (S (NP (NNP Gadhafi)) (VP (VB be) (VP (VBN taken) (PRT (RP out)))))))))))) (, ,) (PP (IN after) (S (VP (ADVP (RB actually)) (VBG doing) (NP (DT some) (NN business)) (PP (IN with) (NP (PRP him))) (NP (CD one) (NN time)))))) (. .)))"
CLINTON 	"But the larger point — and he says this constantly — is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama."	28	54	30	9	11	"(ROOT (S (CC But) (NP (NP (DT the) (JJR larger) (NN point)) (PRN (: --) (CC and) (S (NP (PRP he)) (VP (VBZ says) (NP (DT this)) (ADVP (RB constantly)))) (: --))) (VP (VBZ is) (NP (NP (NNP George) (NNP W.) (NNP Bush)) (VP (VBN made) (NP (DT the) (NN agreement)) (PP (IN about) (SBAR (WHADVP (WRB when)) (S (NP (JJ American) (NNS troops)) (VP (MD would) (VP (VB leave) (NP (NP (NNP Iraq)) (, ,) (RB not) (NP (NNP Barack) (NNP Obama))))))))))) (. .)))"
CLINTON 	"And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that."	35	69	37	15	14	"(ROOT (S (S (CC And) (NP (NP (DT the) (JJ only) (NN way)) (SBAR (IN that) (S (NP (JJ American) (NNS troops)) (VP (MD could) (VP (VB have) (VP (VBN stayed) (PP (IN in) (NP (NNP Iraq))))))))) (VP (VBZ is) (S (VP (TO to) (VP (VB get) (NP (DT an) (NN agreement)) (PP (IN from) (NP (NP (DT the) (JJ then-Iraqi) (NN government)) (SBAR (WHNP (WDT that)) (S (VP (MD would) (VP (VB have) (VP (VBN protected) (NP (PRP$ our) (NNS troops)))))))))))))) (, ,) (CC and) (S (NP (DT the) (JJ Iraqi) (NN government)) (VP (MD would) (RB not) (VP (VB give) (NP (DT that))))) (. .)))"
CLINTON 	"But let's talk about the question you asked, Lester."	9	24	12	3	7	"(ROOT (S (CC But) (NP (NP (NP (NNP let) (POS 's)) (NN talk)) (PP (IN about) (NP (NP (DT the) (NN question)) (SBAR (S (NP (PRP you)) (VP (VBD asked))))))) (, ,) (VP (VBZ Lester)) (. .)))"
CLINTON 	"The question you asked is, what do we do here in the United States?"	14	31	15	6	7	"(ROOT (S (NP (NP (DT The) (NN question)) (SBAR (S (NP (PRP you)) (VP (VBD asked))))) (VP (VBZ is) (, ,) (SBARQ (WHNP (WP what)) (SQ (VBP do) (NP (PRP we)) (VP (VB do) (ADVP (RB here)) (PP (IN in) (NP (DT the) (NNP United) (NNPS States)))))))))"
CLINTON 	That's the most important part of this.	7	17	9	4	5	(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NP (DT the) (ADJP (RBS most) (JJ important)) (NN part)) (PP (IN of) (NP (DT this))))) (. .)))
CLINTON 	How do we prevent attacks?	5	11	5	2	4	(ROOT (SBARQ (WHADVP (WRB How)) (SQ (VBP do) (NP (PRP we)) (VP (VB prevent) (NP (NNS attacks))))))
CLINTON 	How do we protect our people?	6	12	6	2	4	(ROOT (SBARQ (WHADVP (WRB How)) (SQ (VBP do) (NP (PRP we)) (VP (VB protect) (NP (PRP$ our) (NNS people))))))
CLINTON 	"And I think we've got to have an intelligence surge, where we are looking for every scrap of information."	19	45	22	9	17	"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB have) (NP (DT an) (NN intelligence) (NN surge)) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBP are) (VP (VBG looking) (PP (IN for) (NP (NP (DT every) (NN scrap)) (PP (IN of) (NP (NN information))))))))))))))))) (. .)))"
CLINTON 	"I was so proud of law enforcement in New York, in Minnesota, in New Jersey."	15	32	18	8	8	"(ROOT (S (NP (PRP I)) (VP (VBD was) (ADJP (RB so) (JJ proud) (PP (PP (IN of) (NP (NP (NN law) (NN enforcement)) (PP (IN in) (NP (NNP New) (NNP York))))) (, ,) (PP (IN in) (NP (NNP Minnesota))) (, ,))) (PP (IN in) (NP (NNP New) (NNP Jersey)))) (. .)))"
CLINTON 	"You know, they responded so quickly, so professionally to the attacks that occurred by Rahami."	15	36	18	10	9	"(ROOT (S (S (NP (PRP You)) (VP (VBP know))) (, ,) (NP (PRP they)) (VP (VBD responded) (ADVP (ADVP (RB so) (RB quickly)) (, ,) (RB so) (ADVP (RB professionally))) (PP (TO to) (NP (NP (DT the) (NNS attacks)) (SBAR (WHNP (WDT that)) (S (VP (VBD occurred) (PP (IN by) (NP (NNP Rahami))))))))) (. .)))"
CLINTON 	And they brought him down.	5	11	6	1	3	(ROOT (S (CC And) (NP (PRP they)) (VP (VBD brought) (NP (PRP him)) (PRT (RP down))) (. .)))
CLINTON 	"And we may find out more information because he is still alive, which may prove to be an intelligence benefit."	20	43	22	8	14	"(ROOT (S (CC And) (NP (PRP we)) (VP (MD may) (VP (VB find) (PRT (RP out)) (NP (JJR more) (NN information)) (SBAR (IN because) (S (NP (PRP he)) (VP (VBZ is) (ADVP (RB still)) (ADJP (JJ alive)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (MD may) (VP (VB prove) (S (VP (TO to) (VP (VB be) (NP (DT an) (NN intelligence) (NN benefit)))))))))))))) (. .)))"
CLINTON 	"So we've got to do everything we can to vacuum up intelligence from Europe, from the Middle East."	18	43	21	8	15	"(ROOT (S (IN So) (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB do) (NP (NP (NN everything)) (SBAR (S (NP (PRP we)) (VP (MD can) (S (VP (TO to) (VP (VB vacuum) (PRT (RP up)) (NP (NN intelligence)) (PP (IN from) (NP (NNP Europe))) (, ,) (PP (IN from) (NP (DT the) (NNP Middle) (NNP East))))))))))))))) (. .)))"
CLINTON 	"That means we've got to work more closely with our allies, and that's something that Donald has been very dismissive of."	21	51	25	14	12	"(ROOT (S (S (NP (DT That)) (VP (VBZ means) (SBAR (S (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB work) (ADVP (RBR more) (RB closely)) (PP (IN with) (NP (PRP$ our) (NNS allies)))))))))))) (, ,) (CC and) (S (NP (DT that)) (VP (VBZ 's) (NP (NN something)) (SBAR (IN that) (S (NP (NNP Donald)) (VP (VBZ has) (VP (VBN been) (ADJP (RB very) (JJ dismissive)) (PP (IN of)))))))) (. .)))"
CLINTON 	"We're working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism."	21	46	25	12	10	"(ROOT (S (NP (PRP We)) (VP (VBP 're) (VP (VBG working) (PP (IN with) (NP (NP (NNP NATO)) (, ,) (NP (NP (DT the) (JJS longest) (JJ military) (NN alliance)) (PP (IN in) (NP (NP (DT the) (NN history)) (PP (IN of) (NP (DT the) (NN world)))))))) (, ,) (S (VP (TO to) (VP (ADVP (RB really)) (VB turn) (NP (PRP$ our) (NN attention)) (PP (TO to) (NP (NN terrorism)))))))) (. .)))"
CLINTON 	"We're working with our friends in the Middle East, many of which, as you know, are Muslim majority nations."	19	44	24	8	10	"(ROOT (S (NP (PRP We)) (VP (VBP 're) (VP (VBG working) (PP (IN with) (NP (PRP$ our) (NNS friends))) (PP (IN in) (NP (NP (DT the) (ADJP (NNP Middle) (NNP East) (, ,) (JJ many))) (SBAR (WHPP (IN of) (WHNP (WDT which))) (S (, ,) (SBAR (IN as) (S (NP (PRP you)) (VP (VBP know)))) (, ,) (VP (VBP are) (NP (JJ Muslim) (NN majority) (NNS nations))))))))) (. .)))"
CLINTON 	"Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community."	24	53	27	15	16	"(ROOT (S (NP (NNP Donald)) (VP (VBZ has) (ADVP (RB consistently)) (VP (VBN insulted) (NP (NNPS Muslims)) (ADVP (RB abroad)) (, ,) (NP (NP (NNPS Muslims)) (PP (IN at) (NP (NP (NN home)) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP we)) (VP (VBP need) (S (VP (TO to) (VP (VB be) (VP (VBG cooperating) (PP (PP (IN with) (NP (JJ Muslim) (NNS nations))) (CC and) (PP (IN with) (NP (DT the) (JJ American) (JJ Muslim) (NN community)))))))))))))))) (. .)))"
CLINTON 	They're on the front lines.	5	12	7	3	4	(ROOT (S (NP (PRP They)) (VP (VBP 're) (PP (IN on) (NP (DT the) (JJ front) (NNS lines)))) (. .)))
CLINTON 	They can provide information to us that we might not get anywhere else.	13	27	14	7	8	(ROOT (S (NP (PRP They)) (VP (MD can) (VP (VB provide) (NP (NN information)) (PP (TO to) (NP (PRP us))) (SBAR (IN that) (S (NP (PRP we)) (VP (MD might) (RB not) (VP (VB get) (NP (RB anywhere) (RB else)))))))) (. .)))
CLINTON 	"They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donald's rhetoric, unfortunately, has led to."	28	62	33	16	13	"(ROOT (S (NP (PRP They)) (VP (VBP need) (S (VP (TO to) (VP (VP (VB have) (NP (NP (NN close) (VBG working) (NN cooperation)) (PP (IN with) (NP (NP (NN law) (NN enforcement)) (PP (IN in) (NP (DT these) (NNS communities))))))) (, ,) (RB not) (VP (VB be) (VP (VBN alienated) (CC and) (VBN pushed) (ADVP (RB away)) (SBAR (IN as) (S (NP (NP (DT some)) (PP (IN of) (NP (NP (NNP Donald) (POS 's)) (NN rhetoric)))) (, ,) (ADVP (RB unfortunately)) (, ,) (VP (VBZ has) (VP (VBN led) (S (VP (TO to))))))))))))) (. .)))"
HOLT 	Mr. Trump.	2	4	3	0	1	(ROOT (NP (NNP Mr.) (NNP Trump) (. .)))
TRUMP 	"Well, I have to respond."	5	14	7	3	5	"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP have) (S (VP (TO to) (VP (VB respond))))) (. .)))"
HOLT 	Please respond.	2	6	3	1	2	(ROOT (S (INTJ (UH Please)) (VP (VB respond)) (. .)))
